label,signer_number,video_url,sign_url,signer_order
Demitido ,3,https://libras.cin.ufpe.br/storage/videos/20210402104821_6067c9650a4a2.mp4,https://libras.cin.ufpe.br/sign/752,123
Demitir ,2,https://libras.cin.ufpe.br/storage/videos/20210114021924_60007d1c7cce7.mp4,https://libras.cin.ufpe.br/sign/435,213
Demitir ,1,https://libras.cin.ufpe.br/storage/videos/20210210075158_6023bacec0d0a.mp4,https://libras.cin.ufpe.br/sign/435,213
Demitir ,3,https://libras.cin.ufpe.br/storage/videos/20210402030046_60675bcecaa17.mp4,https://libras.cin.ufpe.br/sign/435,213
Democracia ,3,https://libras.cin.ufpe.br/storage/videos/20210401115229_6065de2dc75d4.mp4,https://libras.cin.ufpe.br/sign/436,321
Democracia ,2,https://libras.cin.ufpe.br/storage/videos/20210401120400_6065e0e0e7d89.mp4,https://libras.cin.ufpe.br/sign/436,321
Democracia ,1,https://libras.cin.ufpe.br/storage/videos/20210401120847_6065e1ffe864d.mp4,https://libras.cin.ufpe.br/sign/436,321
Departamento ,1,https://libras.cin.ufpe.br/storage/videos/20210117041957_60048ddd164e0.mp4,https://libras.cin.ufpe.br/sign/550,123
Departamento ,2,https://libras.cin.ufpe.br/storage/videos/20210117041957_60048ddd206f1.mp4,https://libras.cin.ufpe.br/sign/550,123
Departamento ,3,https://libras.cin.ufpe.br/storage/videos/20210623034639_60d3818f5e6bc.mp4,https://libras.cin.ufpe.br/sign/550,123
Depender ,1,https://libras.cin.ufpe.br/storage/videos/20210114022227_60007dd3a8cc3.mp4,https://libras.cin.ufpe.br/sign/437,123
Depender ,2,https://libras.cin.ufpe.br/storage/videos/20210114022227_60007dd3b2a71.mp4,https://libras.cin.ufpe.br/sign/437,123
Depender ,3,https://libras.cin.ufpe.br/storage/videos/20210623034655_60d3819f8d662.mp4,https://libras.cin.ufpe.br/sign/437,123
Depois (mais tarde) ,1,https://libras.cin.ufpe.br/storage/videos/20210210072944_6023b5989455c.mp4,https://libras.cin.ufpe.br/sign/642,123
Depois (mais tarde) ,2,https://libras.cin.ufpe.br/storage/videos/20210404065729_606a364992ce9.mp4,https://libras.cin.ufpe.br/sign/642,123
Depois (mais tarde) ,3,https://libras.cin.ufpe.br/storage/videos/20210410080449_6071865157c9b.mp4,https://libras.cin.ufpe.br/sign/642,123
Depósito ,1,https://libras.cin.ufpe.br/storage/videos/20210114022324_60007e0c5d62b.mp4,https://libras.cin.ufpe.br/sign/438,123
Depósito ,2,https://libras.cin.ufpe.br/storage/videos/20210114022324_60007e0c6746a.mp4,https://libras.cin.ufpe.br/sign/438,123
Depósito ,3,https://libras.cin.ufpe.br/storage/videos/20210623034713_60d381b18c627.mp4,https://libras.cin.ufpe.br/sign/438,123
Deprimir ,1,https://libras.cin.ufpe.br/storage/videos/20210117042022_60048df6729c8.mp4,https://libras.cin.ufpe.br/sign/551,123
Deprimir ,2,https://libras.cin.ufpe.br/storage/videos/20210117042022_60048df67ec14.mp4,https://libras.cin.ufpe.br/sign/551,123
Deprimir ,3,https://libras.cin.ufpe.br/storage/videos/20210402100042_6067be3a72f1e.mp4,https://libras.cin.ufpe.br/sign/551,123
Derramar ,2,https://libras.cin.ufpe.br/storage/videos/20201224082008_5fe47968f3455.mp4,https://libras.cin.ufpe.br/sign/255,213
Derramar ,1,https://libras.cin.ufpe.br/storage/videos/20201227073531_5fe86373d09ca.mp4,https://libras.cin.ufpe.br/sign/255,213
Derramar ,3,https://libras.cin.ufpe.br/storage/videos/20210127040139_6011b893f14b3.mp4,https://libras.cin.ufpe.br/sign/255,213
Desafio ,2,https://libras.cin.ufpe.br/storage/videos/20201224082032_5fe479809793a.mp4,https://libras.cin.ufpe.br/sign/257,213
Desafio ,1,https://libras.cin.ufpe.br/storage/videos/20201227073601_5fe8639186832.mp4,https://libras.cin.ufpe.br/sign/257,213
Desafio ,3,https://libras.cin.ufpe.br/storage/videos/20210331022952_6064b1902b22c.mp4,https://libras.cin.ufpe.br/sign/257,213
Desaparecido ,1,https://libras.cin.ufpe.br/storage/videos/20210123063136_600c95b85e3e3.mp4,https://libras.cin.ufpe.br/sign/753,123
Desaparecido ,2,https://libras.cin.ufpe.br/storage/videos/20210613010141_60c62be5dc9ec.mp4,https://libras.cin.ufpe.br/sign/753,123
Desaparecido ,3,https://libras.cin.ufpe.br/storage/videos/20210623034733_60d381c5bdb11.mp4,https://libras.cin.ufpe.br/sign/753,123
Desapontamento ,1,https://libras.cin.ufpe.br/storage/videos/20210114022404_60007e3415a6a.mp4,https://libras.cin.ufpe.br/sign/439,123
Desapontamento ,2,https://libras.cin.ufpe.br/storage/videos/20210114022404_60007e3421c05.mp4,https://libras.cin.ufpe.br/sign/439,123
Desapontamento ,3,https://libras.cin.ufpe.br/storage/videos/20210623034809_60d381e93e232.mp4,https://libras.cin.ufpe.br/sign/439,123
Desassistido ,1,https://libras.cin.ufpe.br/storage/videos/20210114022509_60007e7586074.mp4,https://libras.cin.ufpe.br/sign/440,123
Desassistido ,2,https://libras.cin.ufpe.br/storage/videos/20210114022509_60007e759071a.mp4,https://libras.cin.ufpe.br/sign/440,123
Desassistido ,3,https://libras.cin.ufpe.br/storage/videos/20210808115117_610fef65b7bc2.mp4,https://libras.cin.ufpe.br/sign/440,123
Desatento ,1,https://libras.cin.ufpe.br/storage/videos/20210210073954_6023b7fa77faf.mp4,https://libras.cin.ufpe.br/sign/1479,123
Desatento ,2,https://libras.cin.ufpe.br/storage/videos/20210613010200_60c62bf851e34.mp4,https://libras.cin.ufpe.br/sign/1479,123
Desatento ,3,https://libras.cin.ufpe.br/storage/videos/20210623034826_60d381fa3a053.mp4,https://libras.cin.ufpe.br/sign/1479,123
Descobrir ,1,https://libras.cin.ufpe.br/storage/videos/20210117042142_60048e4698a21.mp4,https://libras.cin.ufpe.br/sign/552,123
Descobrir ,2,https://libras.cin.ufpe.br/storage/videos/20210117042142_60048e46a3978.mp4,https://libras.cin.ufpe.br/sign/552,123
Descobrir ,3,https://libras.cin.ufpe.br/storage/videos/20210411080520_6072d7f02f89d.mp4,https://libras.cin.ufpe.br/sign/552,123
Desconectar ,1,https://libras.cin.ufpe.br/storage/videos/20201222042633_5fe24869b3dd0.mp4,https://libras.cin.ufpe.br/sign/193,123
Desconectar ,2,https://libras.cin.ufpe.br/storage/videos/20201223084449_5fe3d6710daf3.mp4,https://libras.cin.ufpe.br/sign/193,123
Desconectar ,3,https://libras.cin.ufpe.br/storage/videos/20210329050459_606232ebc83ed.mp4,https://libras.cin.ufpe.br/sign/193,123
Descuidado (irresponsável) ,2,https://libras.cin.ufpe.br/storage/videos/20201224082115_5fe479abaad1b.mp4,https://libras.cin.ufpe.br/sign/258,213
Descuidado (irresponsável) ,1,https://libras.cin.ufpe.br/storage/videos/20201227073634_5fe863b27d94b.mp4,https://libras.cin.ufpe.br/sign/258,213
Descuidado (irresponsável) ,3,https://libras.cin.ufpe.br/storage/videos/20210331030946_6064baea93a1c.mp4,https://libras.cin.ufpe.br/sign/258,213
Desculpa ,3,https://libras.cin.ufpe.br/storage/videos/20210127115913_60122881e9265.mp4,https://libras.cin.ufpe.br/sign/1047,312
Desculpa ,1,https://libras.cin.ufpe.br/storage/videos/20210505120443_6092b40b850a4.mp4,https://libras.cin.ufpe.br/sign/1047,312
Desculpa ,2,https://libras.cin.ufpe.br/storage/videos/20210613010219_60c62c0b695bb.mp4,https://libras.cin.ufpe.br/sign/1047,312
Desejo ,3,https://libras.cin.ufpe.br/storage/videos/20210127025330_6011a89a5aeab.mp4,https://libras.cin.ufpe.br/sign/964,312
Desejo ,1,https://libras.cin.ufpe.br/storage/videos/20210505075858_60927a7231d5c.mp4,https://libras.cin.ufpe.br/sign/964,312
Desejo ,2,https://libras.cin.ufpe.br/storage/videos/20210613111942_60c613fe6ff31.mp4,https://libras.cin.ufpe.br/sign/964,312
Desenvolver ,2,https://libras.cin.ufpe.br/storage/videos/20210209055714_6022f72ae28ab.mp4,https://libras.cin.ufpe.br/sign/1450,231
Desenvolver ,3,https://libras.cin.ufpe.br/storage/videos/20210401035532_60661724f00d9.mp4,https://libras.cin.ufpe.br/sign/1450,231
Desenvolver ,1,https://libras.cin.ufpe.br/storage/videos/20210505120447_6092b40fe1296.mp4,https://libras.cin.ufpe.br/sign/1450,231
Desgosto ,1,https://libras.cin.ufpe.br/storage/videos/20210114022648_60007ed8800c0.mp4,https://libras.cin.ufpe.br/sign/441,123
Desgosto ,2,https://libras.cin.ufpe.br/storage/videos/20210114022648_60007ed88a54c.mp4,https://libras.cin.ufpe.br/sign/441,123
Desgosto ,3,https://libras.cin.ufpe.br/storage/videos/20210401044007_60662197e1018.mp4,https://libras.cin.ufpe.br/sign/441,123
Desistir ,2,https://libras.cin.ufpe.br/storage/videos/20210123121829_600c3e45a6204.mp4,https://libras.cin.ufpe.br/sign/643,231
Desistir ,3,https://libras.cin.ufpe.br/storage/videos/20210407084946_606d9c5accea1.mp4,https://libras.cin.ufpe.br/sign/643,231
Desistir ,1,https://libras.cin.ufpe.br/storage/videos/20210505120450_6092b4126f5be.mp4,https://libras.cin.ufpe.br/sign/643,231
Desperdício ,3,https://libras.cin.ufpe.br/storage/videos/20210128060551_6013272fd394b.mp4,https://libras.cin.ufpe.br/sign/1243,312
Desperdício ,1,https://libras.cin.ufpe.br/storage/videos/20210505120452_6092b41451fa9.mp4,https://libras.cin.ufpe.br/sign/1243,312
Desperdício ,2,https://libras.cin.ufpe.br/storage/videos/20210613010237_60c62c1dc65a2.mp4,https://libras.cin.ufpe.br/sign/1243,312
Destruir ,1,https://libras.cin.ufpe.br/storage/videos/20210114022817_60007f311fb31.mp4,https://libras.cin.ufpe.br/sign/442,123
Destruir ,2,https://libras.cin.ufpe.br/storage/videos/20210114022817_60007f312c1ce.mp4,https://libras.cin.ufpe.br/sign/442,123
Destruir ,3,https://libras.cin.ufpe.br/storage/videos/20210401112420_6065d7948e6f1.mp4,https://libras.cin.ufpe.br/sign/442,123
Deteriorar ,3,https://libras.cin.ufpe.br/storage/videos/20210128060611_601327436e934.mp4,https://libras.cin.ufpe.br/sign/1244,312
Deteriorar ,1,https://libras.cin.ufpe.br/storage/videos/20210505075912_60927a80a5777.mp4,https://libras.cin.ufpe.br/sign/1244,312
Deteriorar ,2,https://libras.cin.ufpe.br/storage/videos/20210613010255_60c62c2fe2b63.mp4,https://libras.cin.ufpe.br/sign/1244,312
Deus ,2,https://libras.cin.ufpe.br/storage/videos/20210123121905_600c3e69c723f.mp4,https://libras.cin.ufpe.br/sign/644,213
Deus ,1,https://libras.cin.ufpe.br/storage/videos/20210126071121_601093896c2cd.mp4,https://libras.cin.ufpe.br/sign/644,213
Deus ,3,https://libras.cin.ufpe.br/storage/videos/20210407085016_606d9c78008e7.mp4,https://libras.cin.ufpe.br/sign/644,213
Devemos ,1,https://libras.cin.ufpe.br/storage/videos/20210126073301_6010989dbdb58.mp4,https://libras.cin.ufpe.br/sign/892,132
Devemos ,3,https://libras.cin.ufpe.br/storage/videos/20210127040459_6011b95b380df.mp4,https://libras.cin.ufpe.br/sign/892,132
Devemos ,2,https://libras.cin.ufpe.br/storage/videos/20210613010313_60c62c4110b2c.mp4,https://libras.cin.ufpe.br/sign/892,132
Dever de casa ,3,https://libras.cin.ufpe.br/storage/videos/20210410080507_60718663a50ae.mp4,https://libras.cin.ufpe.br/sign/1523,312
Dever de casa ,1,https://libras.cin.ufpe.br/storage/videos/20210505051520_6092fcd85672f.mp4,https://libras.cin.ufpe.br/sign/1523,312
Dever de casa ,2,https://libras.cin.ufpe.br/storage/videos/20210613010335_60c62c5716e71.mp4,https://libras.cin.ufpe.br/sign/1523,312
Devolver ,1,https://libras.cin.ufpe.br/storage/videos/20210114022959_60007f97ca4a6.mp4,https://libras.cin.ufpe.br/sign/443,123
Devolver ,2,https://libras.cin.ufpe.br/storage/videos/20210613010353_60c62c696fa3f.mp4,https://libras.cin.ufpe.br/sign/443,123
Devolver ,3,https://libras.cin.ufpe.br/storage/videos/20210623034944_60d38248dc43e.mp4,https://libras.cin.ufpe.br/sign/443,123
Dia ,1,https://libras.cin.ufpe.br/storage/videos/20210114023029_60007fb565055.mp4,https://libras.cin.ufpe.br/sign/444,123
Dia ,2,https://libras.cin.ufpe.br/storage/videos/20210114023029_60007fb56f0da.mp4,https://libras.cin.ufpe.br/sign/444,123
Dia ,3,https://libras.cin.ufpe.br/storage/videos/20210401100136_6065c4303775f.mp4,https://libras.cin.ufpe.br/sign/444,123
Diálogo ,1,https://libras.cin.ufpe.br/storage/videos/20210114023203_6000801334577.mp4,https://libras.cin.ufpe.br/sign/445,123
Diálogo ,2,https://libras.cin.ufpe.br/storage/videos/20210114023203_60008013445cc.mp4,https://libras.cin.ufpe.br/sign/445,123
Diálogo ,3,https://libras.cin.ufpe.br/storage/videos/20210401035549_60661735ca769.mp4,https://libras.cin.ufpe.br/sign/445,123
Dicionário ,3,https://libras.cin.ufpe.br/storage/videos/20210127025512_6011a90019e6e.mp4,https://libras.cin.ufpe.br/sign/965,312
Dicionário ,1,https://libras.cin.ufpe.br/storage/videos/20210129120357_60137b1de2231.mp4,https://libras.cin.ufpe.br/sign/965,312
Dicionário ,2,https://libras.cin.ufpe.br/storage/videos/20210613112001_60c614119f491.mp4,https://libras.cin.ufpe.br/sign/965,312
Difícil ,1,https://libras.cin.ufpe.br/storage/videos/20210123063237_600c95f52b029.mp4,https://libras.cin.ufpe.br/sign/754,123
Difícil ,2,https://libras.cin.ufpe.br/storage/videos/20210613112000_60c614100ef55.mp4,https://libras.cin.ufpe.br/sign/754,123
Difícil ,3,https://libras.cin.ufpe.br/storage/videos/20210623035109_60d3829d8896b.mp4,https://libras.cin.ufpe.br/sign/754,123
Diminuir ,1,https://libras.cin.ufpe.br/storage/videos/20210203125148_601ac694bc918.mp4,https://libras.cin.ufpe.br/sign/1366,132
Diminuir ,3,https://libras.cin.ufpe.br/storage/videos/20210407085054_606d9c9e121d0.mp4,https://libras.cin.ufpe.br/sign/1366,132
Diminuir ,2,https://libras.cin.ufpe.br/storage/videos/20210613010411_60c62c7b6f834.mp4,https://libras.cin.ufpe.br/sign/1366,132
Dinheiro ,1,https://libras.cin.ufpe.br/storage/videos/20210126073326_601098b64b4cf.mp4,https://libras.cin.ufpe.br/sign/893,132
Dinheiro ,3,https://libras.cin.ufpe.br/storage/videos/20210411080547_6072d80bc9a06.mp4,https://libras.cin.ufpe.br/sign/893,132
Dinheiro ,2,https://libras.cin.ufpe.br/storage/videos/20210613010431_60c62c8fbce4d.mp4,https://libras.cin.ufpe.br/sign/893,132
Dinossauro ,1,https://libras.cin.ufpe.br/storage/videos/20210114023256_600080486db4e.mp4,https://libras.cin.ufpe.br/sign/446,123
Dinossauro ,2,https://libras.cin.ufpe.br/storage/videos/20210114023256_60008048782be.mp4,https://libras.cin.ufpe.br/sign/446,123
Dinossauro ,3,https://libras.cin.ufpe.br/storage/videos/20210401035617_6066175135e1e.mp4,https://libras.cin.ufpe.br/sign/446,123
Diploma ,1,https://libras.cin.ufpe.br/storage/videos/20210114023632_6000812045493.mp4,https://libras.cin.ufpe.br/sign/447,123
Diploma ,2,https://libras.cin.ufpe.br/storage/videos/20210114023632_6000812051237.mp4,https://libras.cin.ufpe.br/sign/447,123
Diploma ,3,https://libras.cin.ufpe.br/storage/videos/20210401035612_6066174ce4c39.mp4,https://libras.cin.ufpe.br/sign/447,123
Direcionar ,1,https://libras.cin.ufpe.br/storage/videos/20210114023713_60008149db6e2.mp4,https://libras.cin.ufpe.br/sign/448,123
Direcionar ,2,https://libras.cin.ufpe.br/storage/videos/20210114023713_60008149e8317.mp4,https://libras.cin.ufpe.br/sign/448,123
Direcionar ,3,https://libras.cin.ufpe.br/storage/videos/20210401035646_6066176e90c76.mp4,https://libras.cin.ufpe.br/sign/448,123
Direito ,3,https://libras.cin.ufpe.br/storage/videos/20210127115953_601228a935d61.mp4,https://libras.cin.ufpe.br/sign/1048,312
Direito ,1,https://libras.cin.ufpe.br/storage/videos/20210129120416_60137b30ca96b.mp4,https://libras.cin.ufpe.br/sign/1048,312
Direito ,2,https://libras.cin.ufpe.br/storage/videos/20210613010457_60c62ca9b3fc6.mp4,https://libras.cin.ufpe.br/sign/1048,312
Direto ,3,https://libras.cin.ufpe.br/storage/videos/20210128034114_6013054acd334.mp4,https://libras.cin.ufpe.br/sign/1139,312
Direto ,1,https://libras.cin.ufpe.br/storage/videos/20210202055204_6019bb74974a4.mp4,https://libras.cin.ufpe.br/sign/1139,312
Direto ,2,https://libras.cin.ufpe.br/storage/videos/20210613112007_60c614170b6bf.mp4,https://libras.cin.ufpe.br/sign/1139,312
Dirigir ,2,https://libras.cin.ufpe.br/storage/videos/20201224082139_5fe479c3878a2.mp4,https://libras.cin.ufpe.br/sign/259,213
Dirigir ,1,https://libras.cin.ufpe.br/storage/videos/20201227073711_5fe863d7dc638.mp4,https://libras.cin.ufpe.br/sign/259,213
Dirigir ,3,https://libras.cin.ufpe.br/storage/videos/20210331022917_6064b16dec5c5.mp4,https://libras.cin.ufpe.br/sign/259,213
Disciplina ,1,https://libras.cin.ufpe.br/storage/videos/20210114023859_600081b3eb11b.mp4,https://libras.cin.ufpe.br/sign/449,123
Disciplina ,2,https://libras.cin.ufpe.br/storage/videos/20210114023900_600081b400b88.mp4,https://libras.cin.ufpe.br/sign/449,123
Disciplina ,3,https://libras.cin.ufpe.br/storage/videos/20210402030118_60675beee0d4a.mp4,https://libras.cin.ufpe.br/sign/449,123
Discordar ,1,https://libras.cin.ufpe.br/storage/videos/20210114023942_600081de37db2.mp4,https://libras.cin.ufpe.br/sign/450,123
Discordar ,2,https://libras.cin.ufpe.br/storage/videos/20210114023942_600081de42a26.mp4,https://libras.cin.ufpe.br/sign/450,123
Discordar ,3,https://libras.cin.ufpe.br/storage/videos/20210401044241_6066223150a95.mp4,https://libras.cin.ufpe.br/sign/450,123
Discriminar ,1,https://libras.cin.ufpe.br/storage/videos/20210114024037_600082153f7ca.mp4,https://libras.cin.ufpe.br/sign/451,123
Discriminar ,2,https://libras.cin.ufpe.br/storage/videos/20210116123802_6003085a833e9.mp4,https://libras.cin.ufpe.br/sign/451,123
Discriminar ,3,https://libras.cin.ufpe.br/storage/videos/20210331023015_6064b1a794cbf.mp4,https://libras.cin.ufpe.br/sign/451,123
Discutir (debater) ,1,https://libras.cin.ufpe.br/storage/videos/20210114024145_6000825933865.mp4,https://libras.cin.ufpe.br/sign/452,123
Discutir (debater) ,2,https://libras.cin.ufpe.br/storage/videos/20210114024145_6000825942e4c.mp4,https://libras.cin.ufpe.br/sign/452,123
Discutir (debater) ,3,https://libras.cin.ufpe.br/storage/videos/20210411080600_6072d818c7d7a.mp4,https://libras.cin.ufpe.br/sign/452,123
Disparar flecha ,1,https://libras.cin.ufpe.br/storage/videos/20201221035440_5fe0ef70a212e.mp4,https://libras.cin.ufpe.br/sign/139,123
Disparar flecha ,2,https://libras.cin.ufpe.br/storage/videos/20201221035440_5fe0ef70acc80.mp4,https://libras.cin.ufpe.br/sign/139,123
Disparar flecha ,3,https://libras.cin.ufpe.br/storage/videos/20210329010421_6061fa853ed0a.mp4,https://libras.cin.ufpe.br/sign/139,123
Disponível ,1,https://libras.cin.ufpe.br/storage/videos/20210126073354_601098d25f7bd.mp4,https://libras.cin.ufpe.br/sign/894,132
Disponível ,3,https://libras.cin.ufpe.br/storage/videos/20210127040653_6011b9cde1410.mp4,https://libras.cin.ufpe.br/sign/894,132
Disponível ,2,https://libras.cin.ufpe.br/storage/videos/20210613051515_60c667539d778.mp4,https://libras.cin.ufpe.br/sign/894,132
Disputar ,1,https://libras.cin.ufpe.br/storage/videos/20210210072946_6023b59a63e3f.mp4,https://libras.cin.ufpe.br/sign/1472,123
Disputar ,2,https://libras.cin.ufpe.br/storage/videos/20210613010516_60c62cbc1697f.mp4,https://libras.cin.ufpe.br/sign/1472,123
Disputar ,3,https://libras.cin.ufpe.br/storage/videos/20210623040627_60d38633da6db.mp4,https://libras.cin.ufpe.br/sign/1472,123
Distribuir ,1,https://libras.cin.ufpe.br/storage/videos/20210114024235_6000828bd5914.mp4,https://libras.cin.ufpe.br/sign/453,123
Distribuir ,2,https://libras.cin.ufpe.br/storage/videos/20210114024235_6000828be0bbc.mp4,https://libras.cin.ufpe.br/sign/453,123
Distribuir ,3,https://libras.cin.ufpe.br/storage/videos/20210402030136_60675c003c535.mp4,https://libras.cin.ufpe.br/sign/453,123
Diversão ,1,https://libras.cin.ufpe.br/storage/videos/20210123063301_600c960d7640a.mp4,https://libras.cin.ufpe.br/sign/755,123
Diversão ,2,https://libras.cin.ufpe.br/storage/videos/20210209064104_60230170b65fb.mp4,https://libras.cin.ufpe.br/sign/755,123
Diversão ,3,https://libras.cin.ufpe.br/storage/videos/20210404050020_606a1ad4b0c32.mp4,https://libras.cin.ufpe.br/sign/755,123
Dividir ,1,https://libras.cin.ufpe.br/storage/videos/20210114024325_600082bd4bf3f.mp4,https://libras.cin.ufpe.br/sign/454,123
Dividir ,2,https://libras.cin.ufpe.br/storage/videos/20210114024325_600082bd55fa8.mp4,https://libras.cin.ufpe.br/sign/454,123
Dividir ,3,https://libras.cin.ufpe.br/storage/videos/20210623040650_60d3864aa1f12.mp4,https://libras.cin.ufpe.br/sign/454,123
Divórcio ,1,https://libras.cin.ufpe.br/storage/videos/20210114024355_600082db9ac0f.mp4,https://libras.cin.ufpe.br/sign/455,123
Divórcio ,2,https://libras.cin.ufpe.br/storage/videos/20210114024355_600082dba4772.mp4,https://libras.cin.ufpe.br/sign/455,123
Divórcio ,3,https://libras.cin.ufpe.br/storage/videos/20210402030151_60675c0f1eafa.mp4,https://libras.cin.ufpe.br/sign/455,123
Dizer ,3,https://libras.cin.ufpe.br/storage/videos/20210128120013_601228bda5cac.mp4,https://libras.cin.ufpe.br/sign/1049,312
Dizer ,1,https://libras.cin.ufpe.br/storage/videos/20210505075908_60927a7c30ae2.mp4,https://libras.cin.ufpe.br/sign/1049,312
Dizer ,2,https://libras.cin.ufpe.br/storage/videos/20210613010529_60c62cc976fa1.mp4,https://libras.cin.ufpe.br/sign/1049,312
Doce ,1,https://libras.cin.ufpe.br/storage/videos/20210114025206_600084c64cff1.mp4,https://libras.cin.ufpe.br/sign/456,123
Doce ,2,https://libras.cin.ufpe.br/storage/videos/20210114025206_600084c656abb.mp4,https://libras.cin.ufpe.br/sign/456,123
Doce ,3,https://libras.cin.ufpe.br/storage/videos/20210401035703_6066177f3ef96.mp4,https://libras.cin.ufpe.br/sign/456,123
Documento ,1,https://libras.cin.ufpe.br/storage/videos/20210123063320_600c9620e0017.mp4,https://libras.cin.ufpe.br/sign/756,123
Documento ,2,https://libras.cin.ufpe.br/storage/videos/20210613010556_60c62ce4382ef.mp4,https://libras.cin.ufpe.br/sign/756,123
Documento ,3,https://libras.cin.ufpe.br/storage/videos/20210623040658_60d386528d8e1.mp4,https://libras.cin.ufpe.br/sign/756,123
Doente ,2,https://libras.cin.ufpe.br/storage/videos/20201224082204_5fe479dc64cbf.mp4,https://libras.cin.ufpe.br/sign/260,213
Doente ,1,https://libras.cin.ufpe.br/storage/videos/20201227073746_5fe863fae0f50.mp4,https://libras.cin.ufpe.br/sign/260,213
Doente ,3,https://libras.cin.ufpe.br/storage/videos/20210128120036_601228d42bc74.mp4,https://libras.cin.ufpe.br/sign/260,213
Dólar ,1,https://libras.cin.ufpe.br/storage/videos/20210114030816_600088909cc16.mp4,https://libras.cin.ufpe.br/sign/457,123
Dólar ,2,https://libras.cin.ufpe.br/storage/videos/20210114030816_60008890a9772.mp4,https://libras.cin.ufpe.br/sign/457,123
Dólar ,3,https://libras.cin.ufpe.br/storage/videos/20210402043131_606771137dd80.mp4,https://libras.cin.ufpe.br/sign/457,123
Doloroso ,2,https://libras.cin.ufpe.br/storage/videos/20210209055708_6022f724d5d3d.mp4,https://libras.cin.ufpe.br/sign/1449,231
Doloroso ,3,https://libras.cin.ufpe.br/storage/videos/20210401044312_606622506e992.mp4,https://libras.cin.ufpe.br/sign/1449,231
Doloroso ,1,https://libras.cin.ufpe.br/storage/videos/20210505120457_6092b419a51cd.mp4,https://libras.cin.ufpe.br/sign/1449,231
Dor de cabeça ,1,https://libras.cin.ufpe.br/storage/videos/20210210072946_6023b59a328cf.mp4,https://libras.cin.ufpe.br/sign/1471,132
Dor de cabeça ,3,https://libras.cin.ufpe.br/storage/videos/20210407085115_606d9cb3a1b09.mp4,https://libras.cin.ufpe.br/sign/1471,132
Dor de cabeça ,2,https://libras.cin.ufpe.br/storage/videos/20210613010611_60c62cf32e73b.mp4,https://libras.cin.ufpe.br/sign/1471,132
Dor de garganta ,1,https://libras.cin.ufpe.br/storage/videos/20210123063435_600c966bc798e.mp4,https://libras.cin.ufpe.br/sign/760,132
Dor de garganta ,3,https://libras.cin.ufpe.br/storage/videos/20210407085132_606d9cc48176b.mp4,https://libras.cin.ufpe.br/sign/760,132
Dor de garganta ,2,https://libras.cin.ufpe.br/storage/videos/20210613010731_60c62d43e21f2.mp4,https://libras.cin.ufpe.br/sign/760,132
Dor de ouvido ,1,https://libras.cin.ufpe.br/storage/videos/20210123063458_600c9682156b6.mp4,https://libras.cin.ufpe.br/sign/761,132
Dor de ouvido ,3,https://libras.cin.ufpe.br/storage/videos/20210407085144_606d9cd0dc210.mp4,https://libras.cin.ufpe.br/sign/761,132
Dor de ouvido ,2,https://libras.cin.ufpe.br/storage/videos/20210613010733_60c62d45287dd.mp4,https://libras.cin.ufpe.br/sign/761,132
Dormir ,3,https://libras.cin.ufpe.br/storage/videos/20210128120103_601228ef8ad29.mp4,https://libras.cin.ufpe.br/sign/1050,312
Dormir ,1,https://libras.cin.ufpe.br/storage/videos/20210202065500_60192174a95a9.mp4,https://libras.cin.ufpe.br/sign/1050,312
Dormir ,2,https://libras.cin.ufpe.br/storage/videos/20210613010911_60c62da782721.mp4,https://libras.cin.ufpe.br/sign/1050,312
Dormitório ,1,https://libras.cin.ufpe.br/storage/videos/20210123063352_600c96409b4ae.mp4,https://libras.cin.ufpe.br/sign/758,123
Dormitório ,2,https://libras.cin.ufpe.br/storage/videos/20210613010929_60c62db910370.mp4,https://libras.cin.ufpe.br/sign/758,123
Dormitório ,3,https://libras.cin.ufpe.br/storage/videos/20210623040723_60d3866b87675.mp4,https://libras.cin.ufpe.br/sign/758,123
Drogado ,1,https://libras.cin.ufpe.br/storage/videos/20210126071158_601093ae37439.mp4,https://libras.cin.ufpe.br/sign/859,132
Drogado ,3,https://libras.cin.ufpe.br/storage/videos/20210407085202_606d9ce23ef28.mp4,https://libras.cin.ufpe.br/sign/859,132
Drogado ,2,https://libras.cin.ufpe.br/storage/videos/20210613010905_60c62da14e94c.mp4,https://libras.cin.ufpe.br/sign/859,132
Duas semanas ,3,https://libras.cin.ufpe.br/storage/videos/20210128060642_6013276216986.mp4,https://libras.cin.ufpe.br/sign/1245,312
Duas semanas ,1,https://libras.cin.ufpe.br/storage/videos/20210505075913_60927a8163aa4.mp4,https://libras.cin.ufpe.br/sign/1245,312
Duas semanas ,2,https://libras.cin.ufpe.br/storage/videos/20210621042850_60d0e8729f88a.mp4,https://libras.cin.ufpe.br/sign/1245,312
Duplicar ,2,https://libras.cin.ufpe.br/storage/videos/20210209055653_6022f715ececc.mp4,https://libras.cin.ufpe.br/sign/1447,213
Duplicar ,1,https://libras.cin.ufpe.br/storage/videos/20210505075914_60927a82b48cb.mp4,https://libras.cin.ufpe.br/sign/1447,213
Duplicar ,3,https://libras.cin.ufpe.br/storage/videos/20210623040728_60d38670b1810.mp4,https://libras.cin.ufpe.br/sign/1447,213
