label,video_url,signer_number,scraped_label,scraped_video_url,sign_variant,signer_number,video_url_root,video_url_ext,number_in_label
BACHARELADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BACHARELADO.mp4,1,BACHARELADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BACHARELADO.mp4,1,1,videos,mp4,False
BACTÉRIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BACT%C3%89RIA.mp4,1,BACTÉRIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BACT%C3%89RIA.mp4,1,1,videos,mp4,False
BADMINTON,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BADMINTON.mp4,1,BADMINTON,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BADMINTON.mp4,1,1,videos,mp4,False
BAGUNÇA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAGUN%C3%87A.mp4,1,BAGUNÇA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAGUN%C3%87A.mp4,1,1,videos,mp4,False
BAHAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAHAMAS.mp4,1,BAHAMAS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAHAMAS.mp4,1,1,videos,mp4,False
BAILARINA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAILARINA.mp4,1,BAILARINA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAILARINA.mp4,1,1,videos,mp4,False
BAIRRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAIRRO.mp4,1,BAIRRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAIRRO.mp4,1,1,videos,mp4,False
BAIXAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAIXAR.mp4,1,BAIXAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAIXAR.mp4,1,1,videos,mp4,False
BALA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALA.mp4,1,BALA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALA.mp4,1,1,videos,mp4,False
BALANÇAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALAN%C3%87AR.mp4,1,BALANÇAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALAN%C3%87AR.mp4,1,1,videos,mp4,False
BALÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAL%C3%83O.mp4,1,BALÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAL%C3%83O.mp4,1,1,videos,mp4,False
BALÃO-AERÓSTATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAL%C3%83O-AER%C3%93STATO.mp4,1,BALÃO-AERÓSTATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAL%C3%83O-AER%C3%93STATO.mp4,1,1,videos,mp4,False
BALÃO-FESTA-JUNINA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAL%C3%83O-FESTA-JUNINA.mp4,1,BALÃO-FESTA-JUNINA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAL%C3%83O-FESTA-JUNINA.mp4,1,1,videos,mp4,False
BALBUCIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALBUCIAR.mp4,1,BALBUCIAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALBUCIAR.mp4,1,1,videos,mp4,False
BALEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA.mp4,1,BALEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA.mp4,1,1,videos,mp4,False
BALEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA2.mp4,1,BALEIA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA2.mp4,2,1,videos,mp4,True
BALEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA3.mp4,1,BALEIA-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA3.mp4,3,1,videos,mp4,True
BALEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA4.mp4,1,BALEIA-4,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA4.mp4,4,1,videos,mp4,True
BALEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA5.mp4,1,BALEIA-5,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BALEIA5.mp4,5,1,videos,mp4,True
BANANA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANANA.mp4,1,BANANA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANANA.mp4,1,1,videos,mp4,False
BANCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCA.mp4,1,BANCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCA.mp4,1,1,videos,mp4,False
BANCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCO.mp4,1,BANCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCO.mp4,1,1,videos,mp4,False
BANCO-BRASIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCO-BRASIL.mp4,1,BANCO-BRASIL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCO-BRASIL.mp4,1,1,videos,mp4,False
BANCO-CAIXA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCO-CAIXA.mp4,1,BANCO-CAIXA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCO-CAIXA.mp4,1,1,videos,mp4,False
BANCO-DADOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCO-DADOS.mp4,1,BANCO-DADOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANCO-DADOS.mp4,1,1,videos,mp4,False
BANDEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANDEIRA.mp4,1,BANDEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANDEIRA.mp4,1,1,videos,mp4,False
BANGLADESH,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANGLADESH.mp4,1,BANGLADESH,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANGLADESH.mp4,1,1,videos,mp4,False
BANHEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANHEIRO.mp4,1,BANHEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANHEIRO.mp4,1,1,videos,mp4,False
BANNER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANNER.mp4,1,BANNER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BANNER.mp4,1,1,videos,mp4,False
BAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAR.mp4,1,BAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAR.mp4,1,1,videos,mp4,False
BARALHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARALHO.mp4,1,BARALHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARALHO.mp4,1,1,videos,mp4,False
BARATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARATA.mp4,1,BARATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARATA.mp4,1,1,videos,mp4,False
BARATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARATO.mp4,1,BARATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARATO.mp4,1,1,videos,mp4,False
BARBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARBA.mp4,1,BARBA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARBA.mp4,1,1,videos,mp4,False
BARBEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARBEAR.mp4,1,BARBEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARBEAR.mp4,1,1,videos,mp4,False
BARBEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARBEAR2.mp4,1,BARBEAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARBEAR2.mp4,2,1,videos,mp4,True
BARCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARCO.mp4,1,BARCO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARCO.mp4,1,1,videos,mp4,False
BARRIGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARRIGA.mp4,1,BARRIGA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARRIGA.mp4,1,1,videos,mp4,False
BARRIGA-CHEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARRIGA-CHEIA.mp4,1,BARRIGA-CHEIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARRIGA-CHEIA.mp4,1,1,videos,mp4,False
BARULHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARULHO.mp4,1,BARULHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BARULHO.mp4,1,1,videos,mp4,False
BÁSICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/B%C3%81SICO.mp4,1,BÁSICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/B%C3%81SICO.mp4,1,1,videos,mp4,False
BASQUETE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BASQUETE.mp4,1,BASQUETE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BASQUETE.mp4,1,1,videos,mp4,False
BATALHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATALHAR.mp4,1,BATALHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATALHAR.mp4,1,1,videos,mp4,False
BATATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATATA.mp4,1,BATATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATATA.mp4,1,1,videos,mp4,False
BATATA-PALHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATATA-PALHA.mp4,1,BATATA-PALHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATATA-PALHA.mp4,1,1,videos,mp4,False
BATER-PAPO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATER-PAPO.mp4,1,BATER-PAPO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATER-PAPO.mp4,1,1,videos,mp4,False
BATER-PORTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATER-PORTA.mp4,1,BATER-PORTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATER-PORTA.mp4,1,1,videos,mp4,False
BATISMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATISMO2.mp4,1,BATISMO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATISMO2.mp4,2,1,videos,mp4,True
BATISTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATISTA.mp4,1,BATISTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATISTA.mp4,1,1,videos,mp4,False
BATISTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATISTA2.mp4,1,BATISTA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATISTA2.mp4,2,1,videos,mp4,True
BATOM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATOM.mp4,1,BATOM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BATOM.mp4,1,1,videos,mp4,False
BAURU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAURU-SP.mp4,1,BAURU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BAURU-SP.mp4,1,1,videos,mp4,False
BEBÊ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEB%C3%8A.mp4,1,BEBÊ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEB%C3%8A.mp4,1,1,videos,mp4,False
BEBER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEBER.mp4,1,BEBER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEBER.mp4,1,1,videos,mp4,False
BEGE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEGE.mp4,1,BEGE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEGE.mp4,1,1,videos,mp4,False
BEHAVIORISMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEHAVIORISMO.mp4,1,BEHAVIORISMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEHAVIORISMO.mp4,1,1,videos,mp4,False
BEIJA-FLOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEIJA-FLOR.mp4,1,BEIJA-FLOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEIJA-FLOR.mp4,1,1,videos,mp4,False
BEIJA-FLOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEIJA-FLOR2.mp4,1,BEIJA-FLOR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEIJA-FLOR2.mp4,2,1,videos,mp4,True
BEIJAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEIJAR.mp4,1,BEIJAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEIJAR.mp4,1,1,videos,mp4,False
BEIRA-MAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEIRA-MAR.mp4,1,BEIRA-MAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEIRA-MAR.mp4,1,1,videos,mp4,False
BÉLGICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/B%C3%89LGICA.mp4,1,BÉLGICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/B%C3%89LGICA.mp4,1,1,videos,mp4,False
BELICHE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BELICHE.mp4,1,BELICHE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BELICHE.mp4,1,1,videos,mp4,False
BELIZE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BELIZE.mp4,1,BELIZE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BELIZE.mp4,1,1,videos,mp4,False
BEM-FEITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEM-FEITO.mp4,1,BEM-FEITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEM-FEITO.mp4,1,1,videos,mp4,False
BEN-1,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEN-10.mp4,1,BEN-10,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BEN-10.mp4,0,1,videos,mp4,True
BENGALA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BENGALA.mp4,1,BENGALA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BENGALA.mp4,1,1,videos,mp4,False
BESOURO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BESOURO.mp4,1,BESOURO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BESOURO.mp4,1,1,videos,mp4,False
BÍBLIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/B%C3%8DBLIA.mp4,1,BÍBLIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/B%C3%8DBLIA.mp4,1,1,videos,mp4,False
BIBLIOTECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIBLIOTECA.mp4,1,BIBLIOTECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIBLIOTECA.mp4,1,1,videos,mp4,False
BICICLETA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BICICLETA.mp4,1,BICICLETA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BICICLETA.mp4,1,1,videos,mp4,False
BIGODE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIGODE.mp4,1,BIGODE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIGODE.mp4,1,1,videos,mp4,False
BIGUAÇU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIGUA%C3%87U.mp4,1,BIGUAÇU,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIGUA%C3%87U.mp4,1,1,videos,mp4,False
BILÍNGUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIL%C3%8DNGUE.mp4,1,BILÍNGUE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIL%C3%8DNGUE.mp4,1,1,videos,mp4,False
BIMESTRE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIMESTRE.mp4,1,BIMESTRE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIMESTRE.mp4,1,1,videos,mp4,False
BIMODAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIMODAL.mp4,1,BIMODAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIMODAL.mp4,1,1,videos,mp4,False
BIMODALIDADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIMODALIDADE.mp4,1,BIMODALIDADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIMODALIDADE.mp4,1,1,videos,mp4,False
BINÓCULO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIN%C3%93CULO.mp4,1,BINÓCULO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIN%C3%93CULO.mp4,1,1,videos,mp4,False
BISÁVOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIS%C3%81VOS.mp4,1,BISÁVOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BIS%C3%81VOS.mp4,1,1,videos,mp4,False
BISCOITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BISCOITO.mp4,1,BISCOITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BISCOITO.mp4,1,1,videos,mp4,False
BISSEXUAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BISSEXUAL.mp4,1,BISSEXUAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BISSEXUAL.mp4,1,1,videos,mp4,False
BLOQUEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BLOQUEAR.mp4,1,BLOQUEAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BLOQUEAR.mp4,1,1,videos,mp4,False
BLUETOOTH,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BLUETOOTH.mp4,1,BLUETOOTH,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BLUETOOTH.mp4,1,1,videos,mp4,False
BLUSA-REGATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BLUSA-REGATA.mp4,1,BLUSA-REGATA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BLUSA-REGATA.mp4,1,1,videos,mp4,False
BOATE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOATE.mp4,1,BOATE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOATE.mp4,1,1,videos,mp4,False
BOATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOATO.mp4,1,BOATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOATO.mp4,1,1,videos,mp4,False
BOBAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOBAGEM.mp4,1,BOBAGEM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOBAGEM.mp4,1,1,videos,mp4,False
BOBO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOBO.mp4,1,BOBO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOBO.mp4,1,1,videos,mp4,False
BOCHECHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOCHECHA.mp4,1,BOCHECHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOCHECHA.mp4,1,1,videos,mp4,False
BODE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BODE.mp4,1,BODE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BODE.mp4,1,1,videos,mp4,False
BOI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOI.mp4,1,BOI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOI.mp4,1,1,videos,mp4,False
BOIA-ANELAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-ANELAR.mp4,1,BOIA-ANELAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-ANELAR.mp4,1,1,videos,mp4,False
BOIA-INDICADOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-INDICADOR.mp4,1,BOIA-INDICADOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-INDICADOR.mp4,1,1,videos,mp4,False
BOIA-MÉDIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-M%C3%89DIO.mp4,1,BOIA-MÉDIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-M%C3%89DIO.mp4,1,1,videos,mp4,False
BOIA-MÍNIMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-M%C3%8DNIMO.mp4,1,BOIA-MÍNIMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-M%C3%8DNIMO.mp4,1,1,videos,mp4,False
BOIA-POLEGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-POLEGAR.mp4,1,BOIA-POLEGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-POLEGAR.mp4,1,1,videos,mp4,False
BOIA-CINCO-DEDOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-CINCO-DEDOS.mp4,1,BOIA-CINCO-DEDOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-CINCO-DEDOS.mp4,1,1,videos,mp4,False
BOIA-DOIS-DEDOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-DOIS-DEDOS.mp4,1,BOIA-DOIS-DEDOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-DOIS-DEDOS.mp4,1,1,videos,mp4,False
BOIA-QUATRO-DEDOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-QUATRO-DEDOS.mp4,1,BOIA-QUATRO-DEDOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-QUATRO-DEDOS.mp4,1,1,videos,mp4,False
BOIA-TRÊS-DEDOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-TR%C3%8AS-DEDOS.mp4,1,BOIA-TRÊS-DEDOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOIA-TR%C3%8AS-DEDOS.mp4,1,1,videos,mp4,False
BOLA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOLA.mp4,1,BOLA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOLA.mp4,1,1,videos,mp4,False
BOLÍVIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOL%C3%8DVIA.mp4,1,BOLÍVIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOL%C3%8DVIA.mp4,1,1,videos,mp4,False
BOLO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOLO.mp4,1,BOLO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOLO.mp4,1,1,videos,mp4,False
BOLSA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOLSA.mp4,1,BOLSA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOLSA.mp4,1,1,videos,mp4,False
BOM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOM.mp4,1,BOM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOM.mp4,1,1,videos,mp4,False
BOMBEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOMBEIRO.mp4,1,BOMBEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOMBEIRO.mp4,1,1,videos,mp4,False
BOMBOM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOMBOM.mp4,1,BOMBOM,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BOMBOM.mp4,1,1,videos,mp4,False
BONDADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BONDADE.mp4,1,BONDADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BONDADE.mp4,1,1,videos,mp4,False
BONÉ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BON%C3%89.mp4,1,BONÉ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BON%C3%89.mp4,1,1,videos,mp4,False
BONECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BONECA.mp4,1,BONECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BONECA.mp4,1,1,videos,mp4,False
BONITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BONITO.mp4,1,BONITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BONITO.mp4,1,1,videos,mp4,False
BORBOLETA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BORBOLETA.mp4,1,BORBOLETA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BORBOLETA.mp4,1,1,videos,mp4,False
BORRACHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BORRACHA.mp4,1,BORRACHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/BORRACHA.mp4,1,1,videos,mp4,False
